Titles,Descriptions,Label
Verizon becomes first U.S. operator to launch Microsoft Teams Phone Mobile,"NEW YORK, Jan. 12, 2023 (GLOBE NEWSWIRE) -- Building on its strategic relationship with Microsoft, Verizon today announced the ability to deliver Teams Phone Mobile (formerly Operator Connect Mobile) with the launch of",1
Difenda Recognized with Microsoft Verified Managed XDR Solution Status,"Difenda today announced it has achieved Microsoft verified Managed Extended Detection and Response (MXDR) solution status. By achieving this status, Difenda has proven their robust MXDR services including a Security",1
Microsoft (MSFT) 365 is Adding a New $1.99/Month Basic Tier,Microsoft (MSFT) announces its plans to launch a new Microsoft 365 Basic tier later this month which is going to cost $1.99 per month (or $19.99 per year).,1
"Tesla, AT&T, Visa, Chevron, Microsoft, and More Stocks to Watch This Week","Earnings releases will include Microsoft, Johnson & Johnson, General Electric, Verizon, Lockheed Martin, Tesla, AT&T, Boeing, Comcast, Intel, Visa, and Chevron.",1
Quzara LLC Recognized with Microsoft Verified Managed XDR Solution Status,"VIENNA, Va., Jan. 20, 2023 /PRNewswire/ -- Quzara LLC today announced it has achieved Microsoft verified Managed Extended Detection and Response (MXDR) solution status. By achieving this status, Quzara LLC has proven",1
"Mizuho Maintains Buy on Microsoft, Lowers Price Target to $290",Mizuho analyst Gregg Moskowitz maintains Microsoft with a Buy and lowers the price target from $305 to $290.,0
"Evercore ISI Group Maintains Outperform on Microsoft, Lowers Price Target to $280",Evercore ISI Group analyst Kirk Materne maintains Microsoft with a Outperform and lowers the price target from $300 to $280.,0
"Citigroup Maintains Buy on Microsoft, Lowers Price Target to $280",Citigroup analyst Tyler Radke maintains Microsoft with a Buy and lowers the price target from $282 to $280.,0
"Cowen &amp; Co. Maintains Outperform on Microsoft, Lowers Price Target to $280",Cowen &amp; Co. analyst Derrick Wood maintains Microsoft with a Outperform and lowers the price target from $285 to $280.,0
"Microsoft Cuts Jobs, Here&#39;s A Look At Recent Price Target Changes By The Most Accurate Analysts","Microsoft Corp announced a workforce reduction of roughly 10,000 employees amid lease consolidation, which will result in a $1.2 billion charge in Q2.",0
"Microsoft to shed 10,000 jobs, adding to glut of tech layoffs","Microsoft Corp on Wednesday said it would eliminate 10,000 jobs and take a $1.2 billion charge to earnings, as its cloud-computing customers reassess their spending and the company braces for potential recession.",0
"Rosenblatt Maintains Buy on Microsoft, Lowers Price Target to $275",Rosenblatt analyst Blair Abernethy maintains Microsoft with a Buy and lowers the price target from $285 to $275.,0
"Credit Suisse Maintains Outperform on Microsoft, Lowers Price Target to $285",Credit Suisse analyst Sami Badri maintains Microsoft with a Outperform and lowers the price target from $365 to $285.,0
"AT&T, Microsoft, Shopify, Capital One, and More Market Movers","AT&T's fourth-quarter earnings top estimates, Microsoft issues disappointing guidance for the March quarter, and Sunrun shares are downgraded. ",0
Microsoft Gets Price Targets Cut By Analysts After Weak Outlook,"Microsoft Corporation reported better-than-expected earnings for its second quarter, while sales missed estimates. The company also issued disappointing guidance.",1
"The King Center, Microsoft launch a new online experience","Atlanta, GA., Jan. 25, 2023 (GLOBE NEWSWIRE) -- Culminating the 2023 King Holiday Observance, The Martin Luther King Center for Nonviolent Social Change (The King Center) and Microsoft announced the launch of &#34;The King",1
Microsoft and Qcells announce strategic alliance to curb carbon emissions and power the clean energy economy,Qcells seeks to supply more than 2.5 gigawatts of solar panels and EPC services to solar project developers in partnership with Microsoft The first-of-its-kind collaboration is rooted in the companies&#39; collective,1
Red River Earns Infra and Database Migration to Microsoft Azure Specialization,"Red River, a technology transformation company serving government and enterprise customers, today announced it has achieved the Infra and Database Migration to Microsoft Azure specialization, validating the Company&#39;s",1
aurenz Presence Hub Now Available on Microsoft AppSource,"KIRCHHEIM UNTER TECK, Germany, Feb. 2, 2023 /PRNewswire/ -- aurenz GmbH today announced the availability of Presence Hub on Microsoft AppSource, an online cloud marketplace providing tailored line-of-business",1
Microsoft and CGS Accept the Brandon Hall Group Excellence in Technology Award at Human Capital Management Excellence Conference,"WEST PALM BEACH, Fla., Feb. 02, 2023 (GLOBE NEWSWIRE) -- CGS, a global provider of business applications, enterprise learning and outsourcing services, together with Microsoft, presented their award-winning enterprise",1
Microsoft rolls out ChatGPT-powered Teams Premium,Microsoft Corp on Wednesday rolled out a premium Teams messaging offering powered by ChatGPT to simplify meetings using the AI chatbot that has taken Silicon Valley by a storm.,1
Take Back Control of Your Microsoft 365 Licenses,"ENow helps you optimize Microsoft 365 license spend CULVER CITY, Calif., Jan. 31, 2023 /PRNewswire/ -- ENow, an award-winning Monitoring &amp; Reporting technology platform, announced new features for their Microsoft 365",0
Granulate is Making its Continuous Workload Optimization Solution Available in Microsoft Azure Marketplace as an IP-Co Sell Transactable Offer,"Microsoft Azure users can now use Azure spend to streamline the purchase of Granulate&#39;s real-time, continuous optimization solution Granulate, an Intel Company and provider of autonomous, continuous workload",1
Otonomo to Enhance Global Mapping Products and Services in Microsoft Maps,"HERZLIYA, Israel and SAN FRANCISCO, Jan. 31, 2023 (GLOBE NEWSWIRE) -- Otonomo Technologies Ltd. (NASDAQ:OTMO), the platform powering the mobility economy, today announced that Microsoft Maps has selected Otonomo to",1
Heavyweight tech battle: How Microsoft and Alphabet stack up against each other in the A.I. war,Tech bellwethers Alphabet and Microsoft boosted their weapons reserves this week for the early stages of what's shaping up to be a full-blown AI war.,1
Alphabet Stock Keeps Sliding. Microsoft and Higher Costs From AI Are Threats.,"For Alphabet's Google, the rise of natural-language search means both a new competitive threat from Microsoft Bing—and higher costs of doing business.",1
"Pachter Pounds The Gavel On Activision Deal, Says Microsoft Prepared To Beat Regulators &#39;Into Submission&#39;",The United Kingdom&#39;s Competitions and Markets Authority has indicated the deal between Activision Blizzard Inc and Microsoft Corp could hurt,1
Alphabet Stock Is Down. Microsoft Bing With AI Threatens Google Search.,Alphabet and Microsoft both announced innovations this week that will add artificial-intelligence features to internet search. Investors now see Bing as a legitimate challenger.,1
NEC Releases Joint Case Study With Microsoft Highlighting Successful NETWORK CONNECT Implementation for the Largest School District in the State of Kansas,"NEC&#39;s NETWORK CONNECT – a Microsoft-certified carrier solution – delivered a modern approach to hybrid accessibility and academic achievement to Wichita Public Schools NEC Corporation of America (NEC), a leading",1
UPDATE 1-Microsoft limits Bing chats to 5 questions per session,Microsoft said on Friday it will limit chat sessions on its new Bing search engine powered by generative artificial intelligence (AI) to five questions per session and 50 questions per day.,0
Microsoft limits Bing chats to 5 questions per day,Microsoft said on Friday it will limit chat sessions on its new Bing search engine powered by generative artificial intelligence to 5 questions per session and 50 questions per day. (Reporting by Jose Joseph in Bengaluru; Editing by Sandra Maler),0
CORRECTED-Microsoft limits Bing chats to 5 questions per session,Microsoft said on Friday it will limit chat sessions on its new Bing search engine powered by generative artificial intelligence to 5 questions per session and 50 questions per day. (Reporting by Jose Joseph in Bengaluru; Editing by Sandra Maler),0
"LinkrUI Now Offers DAM Syncing for Microsoft Word, Microsoft Powerpoint and Microsoft Excel","LinkrUI with Microsoft Office Compatibility Now Available via Resellers and Retail SANTA CRUZ, Calif., Feb. 16, 2023 /PRNewswire/ -- Santa Cruz Software, a global leader in software development for cross media content",1
Microsoft expands community economic opportunity program nationwide,"REDMOND, Wash., Feb. 16, 2023 /PRNewswire/ -- Five years ago, Microsoft Corp. launched the TechSpark program with a goal to accelerate economic growth in six communities across the United States and Mexico. TechSpark",1
Microsoft to defend Activision deal at EU hearing on Feb. 21,"Microsoft will make a last-ditch effort to defend its $69 billion bid for ""Call of Duty"" maker Activision Blizzard in front of EU and national antitrust officials at a closed hearing on Feb. 21, the U.S. software company said on Tuesday.",1
Bright Pattern Contact Center Now Available on Microsoft AppSource,"Bright Pattern Contact Center, capable of easily integrating with Microsoft business solutions, is now available on the Microsoft AppSource. SOUTH SAN FRANCISCO, Calif., Feb. 14, 2023 /PRNewswire/ -- Bright Pattern, the",1
Govenda Integrates with Microsoft 365 to  Further Enhance Board Governance Workflows,"Pittsburgh, Pa, Feb. 13, 2023 (GLOBE NEWSWIRE) -- Govenda&#39;s Board Success Platform™ today announces the platform&#39;s integration with Microsoft 365. Board professionals and corporate secretaries can now view and",1
Microsoft unveils suite of cloud tools for telecom firms,"Microsoft has unveiled previews of two AI-powered services designed to manage telecom networks, drawing on the same capabilities used to manage the tech giant's Azure cloud platform.",1
New West Technologies Announces Release of EPay for Microsoft Dynamics 365,"PORTLAND, Ore., Feb. 24, 2023 /PRNewswire/ -- New West Technologies is pleased to announce the release of EPay for Microsoft Dynamics 365, certified for use with the Ingenico Lane series devices, including the 8000 and",1
"Wedbush Maintains Outperform on Microsoft, Raises Price Target to $290",Wedbush analyst Daniel Ives maintains Microsoft with a Outperform and raises the price target from $280 to $290.,1
"Microsoft Just Starting To Hit Next Gear Of Growth, Backed By ChatGPT And AI, Analyst Says",Microsoft Corp.,1
Talon Cyber Security Now Available in the Microsoft Azure Marketplace,"Microsoft Azure customers worldwide now gain access to Talon Cyber Security to take advantage of the scalability, reliability, and agility of Azure Talon Cyber Security, a leader in secure enterprise browser",1
TD SYNNEX Launches Practice Builder Solution to Accelerate Microsoft Cloud Partner Program Advancement,Channel to Lead Streamline Solution Provider Advancement Through New Microsoft Cloud Partner Program Requirements TD SYNNEX (NYSE:SNX) announced today the launch of its adapted Channel for Microsoft within Digital,1
Infosys Collaborates with Microsoft to Accelerate Industry Adoption of Cloud,"Infosys Cobalt and Microsoft Cloud solutions will help businesses uncover value and accelerate enterprise cloud transformation BENGALURU, India, Feb. 23, 2023 /PRNewswire/ -- Infosys (NSE: INFY) (BSE: INFY) (NYSE:INFY),",1
"Amazon, Wells Fargo, Microsoft, Nvidia are in the headlines. Here's our take on the news","The Club provides its take on headlines involving Amazon (AMZN), Wells Fargo (WFC) as well as Nvidia (NVDA) and Microsoft (MSFT).",1
"Giant Pension Sells Caterpillar and Microsoft Stock, Buys Comcast and Visa","Ontario Teachers’ Pension Plan exited its investment in Caterpillar stock, sold Microsoft, and bought Comcast and Visa in the fourth quarter.",0
"Exclusive-Microsoft set to win EU nod on Activision with licensing offer, sources say","BRUSSELS (Reuters) -Microsoft Corp is expected to secure EU antitrust approval for its $69 billion acquisition of Activision with its offer of licensing deals to rivals, three people familiar with the matter said, helping it to clear a major hurdle.",1
"Microsoft, Kimbal Musk, NBA's Russell Westbrook invest in Brooklyn-based climate tech company BlocPower","Brooklyn-based climate tech company BlocPower raised $155 million from investors including Microsoft, Kimbal Musk, and NBA player Russell Westbrook.",1
Microsoft and MITRE Create Tool to Help Security Teams Prepare for Attacks on Machine Learning Systems,"New Arsenal plug-in brings together Microsoft Counterfit, MITRE CALDERA™, and MITRE ATLAS™ to help cybersecurity practitioners better understand threats to machine learning systems Microsoft and MITRE",1
"EXCLUSIVE-EU unlikely to demand asset sales in Microsoft, Activision deal, sources say","EU antitrust regulators are not expected to demand that Microsoft Corp sell assets to win approval for its $69 billion acquisition of Activision, with licensing deals likely to satisfy their concerns, three people familiar with the matter said.",1
Striveworks Collaborates with Microsoft to Deliver Chariot MLOps Platform to the Public Sector,"Striveworks&#39; Chariot MLOps platform leverages Microsoft&#39;s Azure Cognitive Services to enhance the speed and accuracy of custom analytics at scale AUSTIN, Texas, March 2, 2023 /PRNewswire/ -- Today Striveworks",1
Microsoft Africa internet plan moves forward with fiber deal,"Microsoft Corp has reached a deal with Africa's biggest independent fiber network toward its goal of expanding internet access on the continent, its President Brad Smith said.",1
Microsoft (MSFT) Internet to Reach 20 Million People in Africa,Microsoft (MSFT) Africa Internet plan moves toward its goal of reaching hundred million people with a new fiber deal.,1
RUNNING TIDE BECOMES MICROSOFT&#39;S FIRST OPEN OCEAN-BASED CARBON REMOVAL SUPPLIER,"Running Tide and Microsoft Sign Two-Year Agreement to Remove Up to 12,000 Tons of Carbon Using Breakthrough Technology That Bolsters Ocean&#39;s Ability To Naturally Remove Carbon PORTLAND, Maine, March 10, 2023",1
Tailwind A.I. copywriter is Editor&#39;s Pick for Microsoft Edge extension users,"OKLAHOMA CITY, March 9, 2023 /PRNewswire/ -- In line with its push into the generative A.I. space, Microsoft will feature Tailwind Ghostwriter – an innovative A.I. copywriter for small business marketing– in its Edge",1
Mattermost announces &#34;Mattermost for Microsoft Teams&#34; to accelerate technical workflows on the Microsoft 365 Platform,"Palo Alto, California, March 09, 2023 (GLOBE NEWSWIRE) -- Mattermost, the leading secure collaboration platform for technical teams, announced a new solution for Microsoft Teams, the market leading all-employee meeting",1
The Instabase Platform Now Available in Microsoft Azure Marketplace,"Microsoft Azure customers worldwide now gain access to Instabase to take advantage of the scalability, reliability, and agility of Azure to drive application development and shape business strategies. Availability",1
CORRECTED-UPDATE 1-Microsoft tells UK it will license 'Call of Duty' to Sony for 10 years,"Microsoft said it would license Activision Blizzard's ""Call of Duty"" (CoD) to Sony for 10 years to address concerns raised by Britain over its $69 billion takeover of the games maker, according to a document published by the regulator.",1
"ChatGPT is being used to automatically write emails: Microsoft, Salesforce, and TikTok creators are hopping on the trend ",A viral TikTok video showed how AI chatbots are being used to send email pitches. Microsoft and Salesforce announced new products with that exact feature.,1
o9 Solutions Recognizes Microsoft In Its Inaugural Partner Awards Program,"Winner of the 2022 Digital Brain Award, o9 honors Microsoft for its strong technology collaboration and joint value proposition o9 Solutions, a leading enterprise AI software platform provider for transforming planning",1
"Parsons Establishes Strategic Partnership with Microsoft, Accelerating the Digital Transformation of Global Infrastructure","CENTREVILLE, Va., March 08, 2023 (GLOBE NEWSWIRE) -- Parsons Corporation (NYSE:PSN) announced today a new global strategic partnership with Microsoft to help organizations around the world enhance their digital",1
New West Technologies Announces Release of WPay triPOS for Microsoft Dynamics 365,"PORTLAND, Ore., March 17, 2023 /PRNewswire/ -- New West Technologies Inc, a leading provider of payment integration solutions, has announced the launch of WPay for Microsoft Dynamics 365, a cutting-edge payment",1
"Mizuho Maintains Buy on Microsoft, Raises Price Target to $315",Mizuho analyst Gregg Moskowitz maintains Microsoft with a Buy and raises the price target from $300 to $315.,1
"RBC Capital Reiterates Outperform on Microsoft, Maintains $285 Price Target",RBC Capital analyst Rishi Jaluria reiterates Microsoft with a Outperform and maintains $285 price target.,1
Microsoft offers EU remedies seeking OK on Activision deal,"Microsoft Corp has offered remedies in an attempt to gain EU antitrust approval for its $69 billion acquisition of Activision, a European Commission filing showed on Friday.",1
Microsoft tries to justify AI's tendency to give wrong answers by saying they're 'usefully wrong',"Current AI technologies like ChatGPT can often produce inaccurate responses, which presents a problem as Microsoft adds AI to Word, Excel, and other products.",0
Microsoft Is Adding AI to Office Apps. It Could Change Everything.,"The tech giant unveils Microsoft 365 Copilot, an AI-based natural language interface for apps like Word and Outlook.",1
UPDATE 3-Microsoft unveils AI office copilot in fast-moving race with Google,"Microsoft Corp on Thursday trumpeted its latest plans to put artificial intelligence into the hands of more users, answering a spate of unveilings this week by its rival Google with upgrades to its own widely used office software.",1
UPDATE 1-Microsoft unveils AI for its office suite in increased competition with Google,"Microsoft Corp on Thursday trumpeted its latest plans to put artificial intelligence into the hands of more users, answering a spate of unveilings this week by its rival Google with upgrades to its own widely used office software.",1
UPDATE 1-Microsoft threatens to restrict data from rival AI search tools - Bloomberg News,"Microsoft Corp has threatened to cut off access to its internet-search data, which it licenses to rival search engines, if they do not stop using it as the basis for their own artificial intelligence chat products, Bloomberg News reported on Friday.",0
Microsoft-Activision Spread Hits Lowest Since Merger Announced,"The gap between Activision Blizzard’s stock price and Microsoft Corp.’s takeover offer is at its narrowest level since the $69 billion merger was announced in January 2022, as an update from UK regulators lifts expectations that the deal could go through.",0
"Wells Fargo Maintains Overweight on Microsoft, Raises Price Target to $320",Wells Fargo analyst Michael Turrin maintains Microsoft with a Overweight and raises the price target from $300 to $320.,1
"Exclusive-Microsoft must do more to resolve antitrust issues, rivals say","Microsoft Corp's initial offer to address EU antitrust complaints filed by rivals is insufficient and the U.S. software giant needs to do more, German software provider Nextcloud said, as regulators consider whether to open a formal investigation.",0
ESW Now Available in the Microsoft Azure Marketplace,"ESW&#39;s Global DTC eCommerce Platform Enables Brands to Create Quick, Asset Light Localized Direct Consumer Relationships Across 200 Markets Microsoft Azure customers worldwide now gain access to ESW&#39;s Global DTC",1
Seven FSi Team Members Earn Microsoft Certified Trainer Certifications,"VIENNA, Va., March 23, 2023 /PRNewswire/ -- FSi Strategies, a leading provider of Managed and Professional IT Services, is thrilled to announce that seven members of its team have become Microsoft Certified Trainers",1
"Apple, Microsoft Dominate U.S. Markets After FAANG Trade Fizzles",The combined weighting of Apple and Microsoft in the S&P 500 has risen to the highest level on record.803 min read,1
CarbonCapture Inc. to Supply Microsoft Carbon Removal Credits Based on Direct Air Capture Technology,"CarbonCapture Inc. (CarbonCapture), a U.S. climate tech company that develops direct air capture (DAC) systems based on a groundbreaking modular open systems architecture, today announced an agreement with Microsoft",2
"CoreStack Releases Newest Podcast Episode Featuring Former Microsoft CIO, Jim DuBois","Tune into &#34;Why Cloud Governance Matters&#34; on CloudBrew CoreStack, a global multi-cloud governance provider, today released the newest episode of CloudBrew, the NextGen Cloud Governance podcast. In the episode, Microsoft",2
cPacket Makes cCloud™ Visibility Suite Available in the Microsoft Azure Marketplace,"As part of our ongoing commitment to empower organizations on their digital transformation journey, cPacket enables our customers to build and manage cloud observability seamlessly. cPacket Networks and Microsoft have",2
Exclusive: Google says Microsoft cloud practices are anti-competitive,"Alphabet's Google Cloud has accused Microsoft of anti-competitive cloud computing practices and criticised imminent deals with several European cloud vendors, saying these do not solve broader concerns about its licensing terms.",0
Microsoft Tries Putting Advertising in Bing Chat Search Engine,"Microsoft Corp. is selling advertising in responses given by its Bing chat search engine, highlighting a potential revenue model for an artificial intelligence tool the company says has attracted 100 million average daily users.",1
WSJ News Exclusive | Microsoft Patched Bing Vulnerability That Allowed Snooping on Email and Other Data,Microsoft patched a dangerous security issue in Bing last month just days before it launched a new artificial intelligence-powered version of the search engine.,1
Xoriant X-CELERATE Insights Analytics Solution Now Available in the Microsoft Azure Marketplace,"Microsoft Azure customers worldwide now gain access to X·CELERATE Insights to take advantage of the scalability, reliability, and agility of Azure to drive application development and shape business strategies SUNNYVALE,",1
"Keybanc Maintains Overweight on Microsoft, Raises Price Target to $316",Keybanc analyst Michael Turits maintains Microsoft with a Overweight and raises the price target from $270 to $316.,1
Microsoft offers to change cloud practices to ward off EU antitrust probe -source,"Microsoft Corp has offered to change its cloud computing practices to settle antitrust complaints filed by smaller rivals, a person with direct knowledge of the matter said on Tuesday, a move that will stave off an EU investigation.",1
"U.S., Microsoft reach settlement over tech firm's sanctions violations","The United States and Microsoft Corp reached a settlement on Thursday over the tech firm's apparent violations of sanctions and export controls, which it disclosed voluntarily, the government and the company said.",1
"SIS, Microsoft Dynamics 365 Global Partner in the Commercial Construction ERP Space for Specialty Contractors, Expands European Footprint with London Office Opening","DULUTH, Ga., April 6, 2023 /PRNewswire/ -- SIS, LLC, a Microsoft Solutions Partner for Business Applications, and leading implementation consultant of ERP|CRM|BI solutions for Commercial Construction and other",2
US Treasury reaches settlement with Microsoft over sanctions violations,The U.S. Treasury Department said on Thursday it has reached a settlement with Microsoft Corp over the tech firm's apparent sanctions violations.,1
Cognizant and Microsoft Collaborate to Bring Microsoft Cloud-based Technology Solutions to the Healthcare Market,"Microsoft Cloud for Healthcare and Cognizant&#39;s TriZetto healthcare products aim to enhance transparency for consumers and increase interoperability for providers and payers TEANECK, N.J., April 6, 2023 /PRNewswire/",1
"Oppenheimer Maintains Outperform on Microsoft, Raises Price Target to $310",Oppenheimer analyst Timothy Horan maintains Microsoft with a Outperform and raises the price target from $280 to $310.,1
Smarten Spaces Launches its Innovative Digital Workplace Platform for Microsoft Teams,"Designed specifically for Microsoft Teams to deliver an exceptional hybrid employee workplace experience NEW YORK, April 5, 2023 /PRNewswire/ -- Smarten Spaces, a leader in digital workplace solutions, is proud to",1
"AIS Earns All Six Microsoft Solution Partner Designations, Achieving the Ultimate Microsoft Cloud Solutions Partner Status","AIS (Applied Information Sciences), experts in helping organizations modernize and innovate on the Microsoft Cloud, announced it has earned all possible Microsoft Partnership designations. This includes the rare seventh",1
"Microsoft Is a ‘Clear Early Leader’ in Generative AI, Says J.P. Morgan","Microsoft could achieve ""escape velocity"" on the back of its early success in artificial intelligence, according to J.P. Morgan analysts.  ",1
"Microsoft Earnings: Bulls' AI Hopes Offset PC, Cloud Worries","Analysts are raising price targets for software giant Microsoft, while confessing concerns about the near-term growth outlook.",1
LVRN Records Partnered with Microsoft to Present Femme Field Day - Unplugged Two-Day Event in Atlanta,"ATLANTA, April 14, 2023 /PRNewswire/ -- LVRN Records, in partnership with Microsoft, hosted their latest event, Femme Field Day - Unplugged, on March 28 - 29, in Atlanta, GA. The invite-only interactive music and",1
"BMO Capital Maintains Market Perform on Microsoft, Raises Price Target to $310",BMO Capital analyst Keith Bachman maintains Microsoft with a Market Perform and raises the price target from $305 to $310.,1
"Stifel Maintains Buy on Microsoft, Raises Price Target to $310",Stifel analyst Brad Reback maintains Microsoft with a Buy and raises the price target from $290 to $310.,1
CGI recognized as a Solutions Partner for Microsoft Cloud,"Stock Market SymbolsGIB.A (TSX)GIB (NYSE)cgi.com/newsroom MONTRÉAL, April 13, 2023 /CNW/ - CGI (NYSE:GIB) (TSX:GIB) has earned a Solutions Partner for Microsoft Cloud designation, completing all six Solutions Partner",1
Xoxodays Compass is now available in the Microsoft Azure Marketplace,"Microsoft Azure customers worldwide now gain access to Xoxodays Compass to take advantage of the scalability, reliability, and agility of Azure to drive application development and shape business strategies REDWOOD CITY,",1
HITRUST Now Available in the Microsoft Azure Marketplace,"Microsoft Azure customers can now access HITRUST MyCSF via Azure Marketplace, streamlining information risk and compliance management FRISCO, Texas, April 12, 2023 /PRNewswire/ -- HITRUST, the information risk",1
Alianza Empowers Service Providers to Grow Cloud Communications Revenue with a Robust Cloud PBX Integration for Microsoft Teams,"Feature-rich voice solution for Microsoft Teams radically simplifies Direct Routing, showcasing the revenue opportunity for CSPs to modernize core voice infrastructure with the cloud PLEASANT GROVE, Utah, April 12, 2023",1
UK’s Largest Charity Exits Meta Stock. And It Sells Apple and Microsoft,"Wellcome Trust sold 1.3 million shares of Facebook parent Meta, and trimmed stakes in Apple and Microsoft stock in the first quarter.",1
Microsoft and CueZen Partner to Deliver Personalized Health Recommendations at Massive Scale,"CueZen, a personalization engine for health, will be working with Microsoft Azure Health Data Services to revolutionize the healthcare industry. The collaboration aims to leverage CueZen&#39;s generative AI technology for",2
"BMO Capital Maintains Market Perform on Microsoft, Raises Price Target to $325",BMO Capital analyst Keith Bachman maintains Microsoft with a Market Perform and raises the price target from $310 to $325.,1
"Piper Sandler Reiterates Overweight on Microsoft, Maintains $290 Price Target",Piper Sandler analyst Brent Bracelin reiterates Microsoft with a Overweight and maintains $290 price target.,1
Bloomberg Offers Data Access on the Cloud with Microsoft Azure,"Bloomberg&#39;s real-time market data feed and Data License content is easily accessible for Microsoft Azure clients with native connectivity NEW YORK, April 20, 2023 /PRNewswire/ -- Bloomberg announced today that",1
CoreView Prepares for Microsoft 365 Conference as Company Celebrates Market Momentum and Record-Breaking Quarter,"Company plans for global demand as Microsoft announces disruptive AI solutions. CoreView, the #1 Microsoft 365 management platform and the only Platinum sponsor of the upcoming Microsoft 365 Conference, announced a",1
Elon Musk threatens to sue Microsoft over using Twitter data for its A.I.,"Twitter CEO Elon Musk threatened Microsoft with a potential lawsuit on Wednesday, claiming the software giant used his company's data to train its AI.",0
Microsoft Removes Twitter From Ad Program; Musk Threatens Suit,"Microsoft Corp. said its social media planning and scheduling tools for advertisers will no longer support Twitter, after the Elon Musk-owned social network started charging for access to its programming interface.",0
Microsoft signs 10-yr deal with Spain's Nware after UK blocks Activision bid,"Microsoft Corp said on Friday it signed a 10-year deal with Nware to bring Xbox and Activision Blizzard games to the Spanish cloud-gaming platform, days after Britain blocked its $69 billion buyout of the ""Call of Duty"" maker.",1
Microsoft signs 10-year deal with Spain's Nware after UK blocks Activision bid,"Microsoft Corp has signed a 10-year deal with Spanish cloud gaming platform Nware allowing it to stream Activision Blizzard titles, days after Britain blocked its $69 billion buyout of the ""Call of Duty"" maker.",1
Apple and Microsoft Have Never Held More Sway Over the S&P 500,"Apple Inc. and Microsoft Corp. have never held more sway over the S&P 500 Index, leaving some investors on edge over the gauge’s increasingly top-heavy nature.",1
Microsoft is betting its future on cloud gaming — but that's what tripped up the Activision deal,"U.K. regulators fears that Microsoft could in future withhold its blockbuster Call of Duty, Warcraft and Diablo titles from other cloud gaming platforms.",1
Microsoft Xbox Chief Seeks to Reassure Game Staff on Activision,"Microsoft Corp. executives sought to reassure workers in the Xbox gaming unit that there’s a way forward for the approval of the company’s planned $69 billion purchase of Activision Blizzard Inc., while emphasizing that its success in gaming isn’t solely dependent on the deal.",1
Activision’s CEO Calls UK Decision to Block $69 Billion Microsoft Deal ‘Irrational’,Activision Blizzard Inc. Chief Executive Officer Bobby Kotick called UK regulators’ decision to block Microsoft Corp.’s $69 billion acquisition of his company “irrational” and predicted the deal will ultimately win approval.,0
