Date,Open,High,Low,Close,Adj Close,Volume
2023-03-10,251.080002,252.789993,247.600006,248.589996,246.566360,28333900
2023-03-13,247.399994,257.910004,245.729996,253.919998,251.852966,33339700
2023-03-14,256.750000,261.070007,255.860001,260.790009,258.667053,33620300
2023-03-15,259.980011,266.480011,259.209991,265.440002,263.279144,46028000
2023-03-16,265.209991,276.559998,263.279999,276.200012,273.951599,54768800
2023-03-17,278.260010,283.329987,276.320007,279.429993,277.155304,69527400
2023-03-20,276.980011,277.480011,269.850006,272.230011,270.013947,43466600
2023-03-21,274.880005,275.000000,269.519989,273.779999,271.551300,34558700
2023-03-22,273.399994,281.040009,272.179993,272.290009,270.073456,34873300
2023-03-23,277.940002,281.059998,275.200012,277.660004,275.399719,36610900
2023-03-24,277.239990,280.630005,275.279999,280.570007,278.286011,28172000
2023-03-27,280.500000,281.459991,275.519989,276.380005,274.130157,26840200
2023-03-28,275.790009,276.140015,272.049988,275.230011,272.989532,21878600
2023-03-29,278.959991,281.140015,278.410004,280.510010,278.226501,25087000
2023-03-30,284.230011,284.459991,281.480011,284.049988,281.737701,25053400
2023-03-31,283.730011,289.269989,283.000000,288.299988,285.953064,32766000
2023-04-03,286.519989,288.269989,283.950012,287.230011,284.891815,24883300
2023-04-04,287.230011,290.450012,285.670013,287.179993,284.842194,25824300
2023-04-05,285.850006,287.149994,282.920013,284.339996,282.025330,22064800
2023-04-06,283.209991,292.079987,282.029999,291.600006,289.226227,29770300
2023-04-10,289.209991,289.600006,284.709991,289.390015,287.034210,23103000
2023-04-11,285.750000,285.980011,281.640015,282.829987,280.527618,27276600
2023-04-12,284.790009,287.010010,281.959991,283.489990,281.182220,27403400
2023-04-13,283.589996,289.899994,283.170013,289.839996,287.480530,24222700
2023-04-14,287.000000,288.480011,283.690002,286.140015,283.810699,20987900
2023-04-17,289.929993,291.600006,286.160004,288.799988,286.449036,23836200
2023-04-18,291.570007,291.760010,287.010010,288.369995,286.022522,20161800
2023-04-19,285.989990,289.049988,284.540009,288.450012,286.101898,17150300
2023-04-20,285.250000,289.029999,285.079987,286.109985,283.780914,23244400
2023-04-21,285.010010,286.269989,283.059998,285.760010,283.433807,21676400
2023-04-24,282.089996,284.950012,278.720001,281.769989,279.476257,26611000
2023-04-25,279.510010,281.600006,275.369995,275.420013,273.177948,45772200
2023-04-26,296.700012,299.570007,292.730011,295.369995,292.965546,64599200
2023-04-27,295.970001,305.200012,295.250000,304.829987,302.348541,46462600
2023-04-28,304.010010,308.929993,303.309998,307.260010,304.758789,36446700
2023-05-01,306.970001,308.600006,305.149994,305.559998,303.072601,21294100
2023-05-02,307.760010,309.179993,303.910004,305.410004,302.923798,26404400
2023-05-03,306.619995,308.609985,304.089996,304.399994,301.922058,22360800
2023-05-04,306.239990,307.760010,303.399994,305.410004,302.923798,22519900
2023-05-05,305.720001,311.970001,304.269989,310.649994,308.121124,28181200
2023-05-08,310.130005,310.200012,306.089996,308.649994,306.137451,21318600
2023-05-09,308.000000,310.040009,306.309998,307.000000,304.500885,21340800
2023-05-10,308.619995,313.000000,307.670013,312.309998,309.767639,30078000
2023-05-11,310.100006,311.119995,306.260010,310.109985,307.585541,31680200
2023-05-12,310.549988,310.649994,306.600006,308.970001,306.454834,19758100
2023-05-15,309.100006,309.899994,307.589996,309.459991,306.940826,16336500
2023-05-16,309.829987,313.709991,309.829987,311.739990,309.202271,26730300
2023-05-17,312.290009,314.429993,310.739990,314.000000,312.124725,24315000
2023-05-18,314.529999,319.040009,313.720001,318.519989,316.617737,27276000
2023-05-19,316.739990,318.750000,316.369995,318.339996,316.438782,27529500
2023-05-22,318.600006,322.589996,318.010010,321.179993,319.261841,24115700
2023-05-23,320.029999,322.720001,315.250000,315.260010,313.377197,30797200
2023-05-24,314.730011,316.500000,312.609985,313.850006,311.975616,23384900
2023-05-25,323.239990,326.899994,320.000000,325.920013,323.973572,43301700
2023-05-26,324.019989,333.399994,323.880005,332.890015,330.901917,36630600
2023-05-30,335.230011,335.739990,330.519989,331.209991,329.231964,29503100
2023-05-31,332.290009,335.940002,327.329987,328.390015,326.428802,45950600
2023-06-01,325.929993,333.529999,324.720001,332.579987,330.593750,26773900
2023-06-02,334.250000,337.500000,332.549988,335.399994,333.396912,25864000
2023-06-05,335.220001,338.559998,334.660004,335.940002,333.933716,21307100
2023-06-06,335.329987,335.369995,332.170013,333.679993,331.687195,20396200
2023-06-07,331.649994,334.489990,322.500000,323.380005,321.448700,40717100
2023-06-08,323.940002,326.640015,323.350006,325.260010,323.317505,23277700
2023-06-09,324.989990,329.989990,324.410004,326.790009,324.838348,22514900
2023-06-12,328.579987,332.100006,325.160004,331.850006,329.868134,24260300
2023-06-13,334.470001,336.980011,330.390015,334.290009,332.293549,22951300
2023-06-14,334.339996,339.040009,332.809998,337.339996,335.325348,26003800
2023-06-15,337.480011,349.839996,337.200012,348.100006,346.021088,38899100
2023-06-16,351.320007,351.470001,341.950012,342.329987,340.285522,46533600
2023-06-20,339.309998,342.079987,335.859985,338.049988,336.031097,26375400
2023-06-21,336.369995,337.730011,332.070007,333.559998,331.567932,25117800
2023-06-22,334.119995,340.119995,333.339996,339.709991,337.681152,23556800
2023-06-23,334.359985,337.959991,333.450012,335.019989,333.019196,23084700
2023-06-26,333.720001,336.109985,328.489990,328.600006,326.637543,21520600
2023-06-27,331.859985,336.149994,329.299988,334.570007,332.571899,24354100
2023-06-28,334.660004,337.980011,333.809998,335.850006,333.844238,20259500
2023-06-29,334.709991,336.109985,332.619995,335.049988,333.049011,16997000
2023-06-30,337.750000,342.730011,337.200012,340.540009,338.506195,26823800
2023-07-03,339.190002,340.899994,336.570007,337.989990,335.971436,12508700
2023-07-05,335.089996,341.649994,334.730011,338.149994,336.130493,18172400
2023-07-06,337.299988,342.989990,335.500000,341.269989,339.231842,28161200
2023-07-07,339.320007,341.790009,337.000000,337.220001,335.206055,21185300
2023-07-10,334.600006,335.230011,327.589996,331.829987,329.848206,32791400
2023-07-11,331.059998,332.859985,327.000000,332.470001,330.484406,26698200
2023-07-12,336.600006,341.649994,335.670013,337.200012,335.186188,29995300
2023-07-13,339.559998,343.739990,339.019989,342.660004,340.613556,20567200
2023-07-14,347.589996,351.429993,344.309998,345.239990,343.178131,28302200
2023-07-17,345.679993,346.989990,342.200012,345.730011,343.665253,20363900
2023-07-18,345.829987,366.779999,342.170013,359.489990,357.343079,64872700
2023-07-19,361.750000,362.459991,352.440002,355.079987,352.959381,39732900
2023-07-20,353.570007,357.970001,345.369995,346.869995,344.798401,33778400
2023-07-21,349.149994,350.299988,339.829987,343.769989,341.716919,69368900
2023-07-24,345.850006,346.920013,342.309998,345.109985,343.048920,26678100
2023-07-25,347.109985,351.890015,345.070007,350.980011,348.883850,41637700
2023-07-26,341.440002,344.670013,333.109985,337.769989,335.752747,58383700
2023-07-27,340.480011,341.329987,329.049988,330.720001,328.744873,39635300
2023-07-28,333.670013,340.010010,333.170013,338.369995,336.349152,28484900
2023-07-31,336.920013,337.700012,333.359985,335.920013,333.913818,25446000
2023-08-01,335.190002,338.540009,333.700012,336.339996,334.331299,18311900
2023-08-02,333.630005,333.630005,326.359985,327.500000,325.544098,27761300
2023-08-03,326.000000,329.880005,325.950012,326.660004,324.709137,18253700
2023-08-04,331.880005,335.140015,327.239990,327.779999,325.822418,23727700
2023-08-07,328.369995,331.109985,327.519989,330.109985,328.138519,17741500
2023-08-08,326.959991,328.750000,323.000000,326.049988,324.102753,22327600
2023-08-09,326.470001,327.109985,321.049988,322.230011,320.305603,22373300
2023-08-10,326.019989,328.260010,321.179993,322.929993,321.001373,20113700
2023-08-11,320.260010,322.410004,319.209991,321.010010,319.092865,24342600
2023-08-14,321.390015,324.059998,320.079987,324.040009,322.104736,18836100
2023-08-15,323.000000,325.089996,320.899994,321.859985,319.937775,16966300
2023-08-16,320.799988,324.420013,319.799988,320.399994,319.160797,20698900
2023-08-17,320.540009,321.869995,316.209991,316.880005,315.654449,21257200
2023-08-18,314.489990,318.380005,311.549988,316.480011,315.255981,24744800
2023-08-21,317.929993,322.769989,317.040009,321.880005,320.635101,24040000
2023-08-22,325.500000,326.079987,321.459991,322.459991,321.212830,16102000
2023-08-23,323.820007,329.200012,323.459991,327.000000,325.735291,21166400
2023-08-24,332.850006,332.980011,319.959991,319.970001,318.732483,23281400
2023-08-25,321.470001,325.359985,318.799988,322.980011,321.730835,21684100
2023-08-28,325.660004,326.149994,321.720001,323.700012,322.448059,14808500
2023-08-29,321.880005,328.980011,321.880005,328.410004,327.139832,19284600
2023-08-30,328.670013,329.809998,326.450012,328.790009,327.518372,15222100
2023-08-31,329.200012,330.910004,326.779999,327.760010,326.492371,26411000
2023-09-01,331.309998,331.989990,326.779999,328.660004,327.388855,14931200
2023-09-05,329.000000,334.850006,328.660004,333.549988,332.259918,18553900
2023-09-06,333.380005,334.459991,330.179993,332.880005,331.592560,17535800
2023-09-07,331.290009,333.079987,329.029999,329.910004,328.634033,18381000
2023-09-08,330.089996,336.160004,329.459991,334.269989,332.977142,19530100
2023-09-11,337.239990,338.420013,335.429993,337.940002,336.632965,16583300
2023-09-12,335.820007,336.790009,331.480011,331.769989,330.486816,17565500
2023-09-13,331.309998,336.850006,331.170013,336.059998,334.760254,16544400
2023-09-14,339.149994,340.859985,336.570007,338.700012,337.390015,20267000
2023-09-15,336.920013,337.399994,329.649994,330.220001,328.942810,37666900
2023-09-18,327.799988,330.399994,326.359985,329.059998,327.787292,16834200
2023-09-19,326.170013,329.390015,324.510010,328.649994,327.378876,16505900
2023-09-20,329.510010,329.589996,320.510010,320.769989,319.529388,21436500
2023-09-21,319.260010,325.350006,315.000000,319.529999,318.294189,35529500
2023-09-22,321.320007,321.450012,316.149994,317.010010,315.783936,21447900
2023-09-25,316.589996,317.670013,315.000000,317.540009,316.311890,17836000
2023-09-26,315.130005,315.880005,310.019989,312.140015,310.932770,26297600
2023-09-27,312.299988,314.299988,309.690002,312.790009,311.580231,19410100
2023-09-28,310.989990,315.480011,309.450012,313.640015,312.426971,19683600
2023-09-29,317.750000,319.470001,314.980011,315.750000,314.528809,24140300
2023-10-02,316.279999,321.890015,315.179993,321.799988,320.555389,20570000
2023-10-03,320.829987,321.390015,311.209991,313.390015,312.177917,21033500
2023-10-04,314.029999,320.040009,314.000000,318.959991,317.726379,20720100
2023-10-05,319.089996,319.980011,314.899994,319.359985,318.124817,16965600
2023-10-06,316.549988,329.190002,316.299988,327.260010,325.994293,25645500
2023-10-09,324.750000,330.299988,323.179993,329.820007,328.544373,19891200
2023-10-10,330.959991,331.100006,327.670013,328.390015,327.119934,20557100
2023-10-11,331.209991,332.820007,329.140015,332.420013,331.134338,20063200
2023-10-12,330.570007,333.630005,328.720001,331.160004,329.879211,19313100
2023-10-13,332.380005,333.829987,326.359985,327.730011,326.462494,21072400
2023-10-16,331.049988,336.140015,330.600006,332.640015,331.353485,22158000
2023-10-17,329.589996,333.459991,327.410004,332.059998,330.775696,18338500
2023-10-18,332.489990,335.589996,328.299988,330.109985,328.833252,23153600
2023-10-19,332.149994,336.880005,330.910004,331.320007,330.038574,25052100
2023-10-20,331.720001,331.920013,325.450012,326.670013,325.406586,25012600
2023-10-23,325.470001,332.730011,324.390015,329.320007,328.046326,24374700
2023-10-24,331.299988,331.839996,327.600006,330.529999,329.251648,31153600
2023-10-25,345.019989,346.200012,337.619995,340.670013,339.352448,55053800
2023-10-26,340.540009,341.630005,326.940002,327.890015,326.621857,37828500
2023-10-27,330.429993,336.720001,328.399994,329.809998,328.534424,29856500
2023-10-30,333.410004,339.450012,331.829987,337.309998,336.005402,22828100
2023-10-31,338.850006,339.000000,334.690002,338.109985,336.802307,20265300
2023-11-01,339.790009,347.420013,339.649994,346.070007,344.731537,28158800
2023-11-02,347.239990,348.829987,344.769989,348.320007,346.972839,24348100
2023-11-03,349.630005,354.390015,347.329987,352.799988,351.435486,23624000
2023-11-06,353.450012,357.540009,353.350006,356.529999,355.151062,23828300
2023-11-07,359.399994,362.459991,357.630005,360.529999,359.135620,25833900
2023-11-08,361.679993,363.869995,360.549988,363.200012,361.795288,26767800
2023-11-09,362.299988,364.790009,360.359985,360.690002,359.294983,24847300
2023-11-10,361.489990,370.100006,361.070007,369.670013,368.240265,28042100
2023-11-13,368.220001,368.470001,365.899994,366.679993,365.261810,19986500
2023-11-14,371.010010,371.950012,367.350006,370.269989,368.837921,27683900
2023-11-15,371.279999,373.130005,367.109985,369.670013,368.987671,26860100
2023-11-16,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
2023-11-17,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
2023-11-20,371.220001,378.869995,371.000000,377.440002,376.743317,52465100
2023-11-21,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
2023-11-22,378.000000,379.790009,374.970001,377.850006,377.152557,23345300
2023-11-24,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
2023-11-27,376.779999,380.640015,376.200012,378.609985,377.911133,22179200
2023-11-28,378.350006,383.000000,378.160004,382.700012,381.993622,20453100
2023-11-29,383.760010,384.299988,377.440002,378.850006,378.150696,28963400
2023-11-30,378.489990,380.089996,375.470001,378.910004,378.210602,30554400
2023-12-01,376.760010,378.160004,371.309998,374.510010,373.818726,33020400
2023-12-04,369.100006,369.519989,362.899994,369.140015,368.458649,32063300
2023-12-05,366.450012,373.079987,365.619995,372.519989,371.832367,23065000
2023-12-06,373.540009,374.179993,368.029999,368.799988,368.119232,21182100
2023-12-07,368.230011,371.450012,366.320007,370.950012,370.265289,23118900
2023-12-08,369.200012,374.459991,368.230011,374.230011,373.539246,20144800
2023-12-11,368.480011,371.600006,366.100006,371.299988,370.614624,27708800
2023-12-12,370.850006,374.420013,370.459991,374.380005,373.688965,24838300
2023-12-13,376.019989,377.640015,370.769989,374.369995,373.678955,30955500
2023-12-14,373.309998,373.760010,364.130005,365.929993,365.254547,43277500
2023-12-15,366.850006,372.399994,366.279999,370.730011,370.045715,78478200
2023-12-18,369.450012,373.000000,368.679993,372.649994,371.962128,21802900
2023-12-19,371.489990,373.260010,369.839996,373.260010,372.571045,20603700
2023-12-20,375.000000,376.029999,370.529999,370.619995,369.935883,26316700
2023-12-21,372.559998,374.410004,370.040009,373.540009,372.850525,17708000
2023-12-22,373.679993,375.179993,372.709991,374.579987,373.888580,17091100
2023-12-26,375.000000,376.940002,373.500000,374.660004,373.968445,12673100
2023-12-27,373.690002,375.059998,372.809998,374.070007,373.379547,14905400
2023-12-28,375.369995,376.459991,374.160004,375.279999,374.587280,14327000
2023-12-29,376.000000,377.160004,373.480011,376.040009,375.345886,18723000
2024-01-02,373.859985,375.899994,366.769989,370.869995,370.185425,25258600
2024-01-03,369.010010,373.260010,368.510010,370.600006,369.915924,23083500
2024-01-04,370.670013,373.100006,367.170013,367.940002,367.260834,20901500
2024-01-05,368.970001,372.059998,366.500000,367.750000,367.071198,20987000
2024-01-08,369.299988,375.200012,369.010010,374.690002,373.998383,23134000
2024-01-09,372.010010,375.989990,371.190002,375.790009,375.096375,20830000
2024-01-10,376.369995,384.170013,376.320007,382.769989,382.063446,25514200
2024-01-11,386.000000,390.679993,380.380005,384.630005,383.920044,27850800
2024-01-12,385.489990,388.679993,384.649994,388.470001,387.752960,21645700
2024-01-16,393.660004,394.029999,387.619995,390.269989,389.549622,27202300
2024-01-17,387.980011,390.109985,384.809998,389.470001,388.751099,22234100
2024-01-18,391.720001,393.989990,390.119995,393.869995,393.142975,23392100
2024-01-19,395.760010,398.670013,393.500000,398.670013,397.934143,29272000
2024-01-22,400.019989,400.619995,393.589996,396.510010,395.778107,27016900
2024-01-23,395.750000,399.380005,393.929993,398.899994,398.163696,20525900
2024-01-24,401.540009,405.630005,400.450012,402.559998,401.816925,24867000
2024-01-25,404.320007,407.010010,402.529999,404.869995,404.122681,21021200
2024-01-26,404.369995,406.170013,402.429993,403.929993,403.184418,17803300
2024-01-29,406.059998,409.980011,404.329987,409.720001,408.963715,24510200
2024-01-30,412.260010,413.049988,406.450012,408.589996,407.835815,33477600
2024-01-31,406.959991,415.320007,397.209991,397.579987,396.846130,47871100
2024-02-01,401.829987,408.000000,401.799988,403.779999,403.034698,30657700
2024-02-02,403.809998,412.649994,403.559998,411.220001,410.460968,28245000
2024-02-05,409.899994,411.160004,403.989990,405.649994,404.901245,25352300
2024-02-06,405.880005,407.970001,402.910004,405.489990,404.741516,18382600
2024-02-07,407.440002,414.299988,407.399994,414.049988,413.285706,22340500
2024-02-08,414.049988,415.559998,412.529999,414.109985,413.345612,21225300
2024-02-09,415.250000,420.820007,415.089996,420.549988,419.773712,22032800
2024-02-12,420.559998,420.739990,414.750000,415.260010,414.493500,21202900
2024-02-13,404.940002,410.070007,403.390015,406.320007,405.570007,27824900
2024-02-14,408.070007,409.839996,404.570007,409.489990,409.489990,20401200
2024-02-15,408.140015,409.130005,404.290009,406.559998,406.559998,21825500
2024-02-16,407.959991,408.290009,403.440002,404.059998,404.059998,22281100
2024-02-20,403.239990,404.489990,398.010010,402.790009,402.790009,24307900
2024-02-21,400.170013,402.290009,397.220001,402.179993,402.179993,18631100
2024-02-22,410.190002,412.829987,408.570007,411.649994,411.649994,27009900
2024-02-23,415.670013,415.859985,408.970001,410.339996,410.339996,16295900
2024-02-26,411.459991,412.160004,407.359985,407.540009,407.540009,16193500
2024-02-27,407.989990,408.320007,403.850006,407.480011,407.480011,14835800
2024-02-28,408.179993,409.299988,405.320007,407.720001,407.720001,13183100
2024-02-29,408.640015,414.200012,405.920013,413.640015,413.640015,31947300
2024-03-01,411.269989,415.869995,410.880005,415.500000,415.500000,17800300
2024-03-04,413.440002,417.350006,412.320007,414.920013,414.920013,17596000
2024-03-05,413.959991,414.250000,400.640015,402.649994,402.649994,26919200
2024-03-06,402.970001,405.160004,398.390015,402.089996,402.089996,22344100
2024-03-07,406.119995,409.779999,402.239990,409.140015,409.140015,18718500
2024-03-08,407.959991,410.420013,404.329987,406.220001,406.220001,17971700
2024-03-11,403.760010,405.679993,401.260010,404.519989,404.519989,16120800
2024-03-12,407.619995,415.570007,406.790009,415.279999,415.279999,22457000
2024-03-13,418.100006,418.179993,411.450012,415.100006,415.100006,17115900
2024-03-14,420.239990,427.820007,417.989990,425.220001,425.220001,34157300
2024-03-15,419.290009,422.600006,412.790009,416.420013,416.420013,45049800
2024-03-18,414.250000,420.730011,413.779999,417.320007,417.320007,20106000
2024-03-19,417.829987,421.670013,415.549988,421.410004,421.410004,19837900
2024-03-20,422.000000,425.959991,420.660004,425.230011,425.230011,17860100
2024-03-21,429.829987,430.820007,427.160004,429.369995,429.369995,21296200
2024-03-22,429.700012,429.859985,426.070007,428.739990,428.739990,17636500
2024-03-25,425.239990,427.410004,421.609985,422.859985,422.859985,18060500
2024-03-26,425.609985,425.989990,421.350006,421.649994,421.649994,16725600
2024-03-27,424.440002,424.450012,419.010010,421.429993,421.429993,16705000
2024-03-28,420.959991,421.869995,419.119995,420.720001,420.720001,21871200
2024-04-01,423.950012,427.890015,422.220001,424.570007,424.570007,16316000
2024-04-02,420.109985,422.380005,417.839996,421.440002,421.440002,17912000
2024-04-03,419.730011,423.260010,419.089996,420.450012,420.450012,16502300
2024-04-04,424.989990,428.670013,417.570007,417.880005,417.880005,19370900
2024-04-05,420.010010,426.510010,418.320007,425.519989,425.519989,16544300
2024-04-08,425.170013,427.279999,423.299988,424.589996,424.589996,14272400
2024-04-09,426.440002,427.739990,421.619995,426.279999,426.279999,12512300
2024-04-10,422.190002,424.029999,419.700012,423.260010,423.260010,16216600
2024-04-11,425.820007,429.369995,422.359985,427.929993,427.929993,17966400
2024-04-12,424.049988,425.179993,419.769989,421.899994,421.899994,19232100
2024-04-15,426.600006,426.820007,413.429993,413.640015,413.640015,20273500
2024-04-16,414.570007,418.399994,413.730011,414.579987,414.579987,16765600
2024-04-17,417.250000,418.880005,410.329987,411.839996,411.839996,15855500
2024-04-18,410.630005,411.890015,403.950012,404.269989,404.269989,21029900
2024-04-19,404.029999,405.480011,397.769989,399.119995,399.119995,30276500
2024-04-22,400.079987,402.850006,395.750000,400.959991,400.959991,20286900
2024-04-23,404.234985,408.200012,403.059998,407.570007,407.570007,14972575
